title,pokemon_name,set_name,card_number,rarity_class,language,category,condition_std,is_graded,grading_company,numeric_grade,is_holo,is_full_art,is_v_card,is_ex_card,is_gx_card,is_promo,is_shadowless,is_1st_edition,is_rainbow,is_gold,price,currency,price_usd,price_tier_usd,seller_country,seller_listing_count,ships_worldwide,image_count,days_since_sold,sale_month,sale_year
PIKACHU POKEMON #088 2024 PALDEA ADVENTURE CHEST PROMO CARD ENGLISH-,Pikachu,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,30.52,EUR,35.79,Uncommon,Germany,8,0,2,4.0,5.0,2026.0
Pokemon Card Fossil Set Dragonite 19/62 WOTC,Dragonite,FOSSIL,19/62,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,13.93,GBP,18.95,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Heroes Misty's Poliwrath 31/132 WOTC,Unknown,Unknown,31/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.12,GBP,15.13,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Heroes Misty's Cloyster 29/132 WOTC,Unknown,Unknown,29/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,9.25,GBP,12.58,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Pikachu 227/S-p,Pikachu,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1169.9,GBP,1591.41,Ultra Rare,United Kingdom,1,0,4,4.0,5.0,2026.0
Pokemon Card Expedition Base Set Bulbasaur 95/165 E Series Pokemon TCG LP/NM!,Bulbasaur,BASE SET,95/165,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,20.53,GBP,27.93,Uncommon,United Kingdom,8,0,4,4.0,5.0,2026.0
Pokemon Card Gym Heroes Sabrina's Slowbro 60/132 WOTC,Unknown,Unknown,60/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.64,GBP,4.95,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Team Rocket Dark Dragonite 22/82 Non Holo WOTC,Dragonite,TEAM ROCKET,22/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,13.93,GBP,18.95,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Expedition Base Set Copycat 138/165 E Series Pokemon TCG,Unknown,BASE SET,138/165,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.71,GBP,3.69,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Zeraora 151/142 Pokemon TCG Card Stellar Crown Illustration Rare ACE 9,Zeraora,STELLAR CROWN,151/142,IR,English,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,0,0,0,14.49,GBP,19.71,Uncommon,United Kingdom,1,0,2,4.0,5.0,2026.0
Pokemon Card Gym Heroes Sabrina's Haunter 58/132 WOTC,Unknown,Unknown,58/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
EEVEE POKEMON #51/64 1999 JUNGLE 1ST EDITION BASE CARD GERMAN-,Eevee,JUNGLE,51/64,Unknown,German,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,1,0,0,12.5,EUR,14.66,Uncommon,Germany,8,0,2,4.0,5.0,2026.0
Pokemon Card Gym Heroes Misty's Seaking 55/132 WOTC,Unknown,Unknown,55/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.71,GBP,3.69,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Team Rocket Dark Arbok 19/82 Non Holo WOTC,Unknown,TEAM ROCKET,19/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Aquapolis E Series Reverse Holo Seer 133/147 WOTC,Unknown,Unknown,133/147,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,11.12,GBP,15.13,Uncommon,United Kingdom,88,0,7,4.0,5.0,2026.0
Pokemon Card EX Sandstorm Set Holo Cacturne 2/100,Unknown,Unknown,2/100,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,18.6,GBP,25.3,Uncommon,United Kingdom,88,0,7,4.0,5.0,2026.0
Mega Lucario ex MEP 033 Promo Full Art Holo Ascended Heroes Pokemon Card NM,Lucario,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,1,1,0,1,0,1,0,0,0,0,24.0,GBP,32.65,Uncommon,United Kingdom,5,0,10,2.0,5.0,2026.0
Team Rockets Mewtwo ex - 063/193 - M2a Mega Dream ex - Double Rare Pokemon Card-,Mewtwo,TEAM ROCKET,063/193,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,3.0,5.0,2026.0
Pokemon Charizard 143/S-p Grand Prix Illustration Promo Card Japanese Ace 10,Charizard,Unknown,,Unknown,Japanese,Single Cards,ACE 10,1,ACE,10.0,0,0,0,0,0,1,0,0,0,0,37.8,GBP,51.42,Rare,United Kingdom,2,0,2,3.0,5.0,2026.0
Pokemon Card Dialga Lv.72 Japanese Holo Rare 1st Edition Diamond & Pearl DP 2008-,Dialga,DP,,Rare Holo,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,3.0,5.0,2026.0
LP Victreebel #071 Jungle Holo Rare 1997 Pokemon Card Japanese Japan Import-,Unknown,JUNGLE,,Rare Holo,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,7.5,EUR,8.8,Common,Germany,114,1,2,3.0,5.0,2026.0
Japanese - Emboar - 008/034 - Holo - Pokemon Card - HSZ-,Unknown,Unknown,008/034,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,2.0,EUR,2.35,Common,Germany,114,1,2,3.0,5.0,2026.0
Pokemon Card TCG: Brock's Rhyhorn 111 - Gym Heroes (JP)-,Unknown,Unknown,,Unknown,English,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,3.0,5.0,2026.0
Wooper No.194 - Neo Genesis - Japanese - Pokemon Card - NM-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.0,EUR,2.35,Common,Germany,48,0,6,4.0,5.0,2026.0
Pokemon TCG Ace 9 Eevee Black Star Promo Card Prismatic Evolutions SVP173,Eevee,PRISMATIC EVOLUTIONS,,Unknown,English,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,1,0,0,0,0,25.0,GBP,34.01,Uncommon,United Kingdom,4,0,2,4.0,5.0,2026.0
Pokemon Card Vespiqueen Gallade Half Deck Holo 1st Edition Japanese-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Game TRAINER Blaine's Quiz #2 Gym Heroes Japanese 1999 Exc+-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,2.5,EUR,2.93,Common,Germany,48,0,6,4.0,5.0,2026.0
Japanese - Vintage - Wartortle - No.008 - Pokemon Card - Rocket Set Lp+-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,5.5,EUR,6.45,Common,Germany,48,0,6,4.0,5.0,2026.0
Blaine's Quiz #1 Rare Gym Heroes Set Pokemon Card! Japanese-,Unknown,Unknown,,Rare,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.5,EUR,2.93,Common,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Japanese Trainer Tokiwa City Gym 1996 Card-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Piplup 085/080 M2 Inferno X Japanese Art Rare Near Mint,Piplup,INFERNO X,085/080,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.56,GBP,4.84,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon TCG WOTC Team Rocket Full Heal Energy 81/82 Uncommon Card Vintage-,Unknown,TEAM ROCKET,81/82,Uncommon,English,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Oricorio Ex 110/094 Phantasmal Flames Full Art Holo Rare NM/Mint,Unknown,Unknown,110/094,Rare Holo,English,Single Cards,Near Mint,0,,,1,1,0,1,0,0,0,0,0,0,1.04,GBP,1.41,Budget,United Kingdom,1,0,10,4.0,5.0,2026.0
Meowth No. 052 - Japanese Jungle Pokemon Card/Pocket Monsters - 1996 -,Meowth,JUNGLE,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Jolteon - 193/184 - VMAX Climax - Pokemon Card Japanese NM TCG CHR Rare,Jolteon,Unknown,193/184,Rare,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,6.0,GBP,8.16,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
"Ascended Heroes Pokemon tcg - Mega Gardevoir EX, MEP032 -Promo Card",Gardevoir,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,1,0,0,0,0,12.09,GBP,16.45,Uncommon,United Kingdom,5,0,20,4.0,5.0,2026.0
Squirtle 007 Rocket Gang - Pokemon Card Japanese Very Good-,Squirtle,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,6.9,EUR,8.09,Common,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Sawk 130/086 White Flare Illustration Rare,Unknown,Unknown,130/086,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,1,0,2,4.0,5.0,2026.0
Japanese - 1st Edition - Zweilous - 082/093 - 2013 - Pokemon Card - EBB-,Unknown,Unknown,082/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,3.0,5.0,2026.0
Japanese - Promo - Bellossom - No.182 - Pokemon Card - Information Pack 1 Exc+-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon - Lugia No 249 - Pocket Monster - Japanese Pokemon Card-,Lugia,Unknown,,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,8.5,EUR,9.97,Common,Germany,48,0,6,4.0,5.0,2026.0
Japanese - 1st Edition - Raichu - 025/092 - Holo - Rare - Pokemon Card - Swirl-,Raichu,Unknown,025/092,Rare,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,1,0,0,5.4,EUR,6.33,Common,Germany,48,0,7,4.0,5.0,2026.0
Epic Gengar  Pokemon Card - Holo Foil Rare  - Mint Condition PSA8+,Gengar,Unknown,,Rare,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.49,GBP,6.11,Common,United Kingdom,2,0,2,4.0,5.0,2026.0
Japanese - 1st Edition - Blaziken - 022/096 - Holo - Pokemon Card - Pt1-,Unknown,Unknown,022/096,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Lumineon 020/092 - Japanese - Pokemon Card - Intense Fight in the Destroyed Sky-,Unknown,Unknown,020/092,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Infernape DPBP#453 Space Time Creation Holo Rare Pokemon Card Japanese-,Infernape,Unknown,,Rare Holo,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Darkrai - 046/DP-P - Holo - Black Star Promo - Pokemon Card - Japanese-,Darkrai,DP,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,1,0,0,0,0,5.5,EUR,6.45,Common,Germany,48,0,7,4.0,5.0,2026.0
Ditto 187/173 - SM12a - PR - Japanese - Pokemon Card - NM-,Unknown,SM12A,187/173,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,7.9,EUR,9.26,Common,Germany,48,0,6,4.0,5.0,2026.0
POKEMON POCKET JAPAN CARD CARD Brock's Vulpix 037 LV.18 NO RARITY MARK 1996-,Vulpix,Unknown,,Unknown,English,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,4.0,EUR,4.69,Common,Germany,48,0,7,4.0,5.0,2026.0
Pokemon Japanese 1999 Challenge From The Darkness Sabrina Haunter 093 Card!-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Farfetch'd No. 083 - Pokemon Card - Neo Revelation Japanese Old Back Vintage-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.0,EUR,3.52,Common,Germany,48,0,7,4.0,5.0,2026.0
Brock's Vulpix No.037 Gym Heroes Old Back Japanese Pokemon Card LP-,Vulpix,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,3.0,EUR,3.52,Common,Germany,48,0,6,4.0,5.0,2026.0
Japanese - 1st Edition - Scyther ex - 001/019 - Pokemon Card-,Unknown,Unknown,001/019,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,1,0,0,3.16,EUR,3.71,Common,Germany,48,0,7,4.0,5.0,2026.0
Time-Space Distortion 012/012 Mewtwo LV.X Deck Pokemon Card Japanese - LP-,Mewtwo,Unknown,012/012,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,9.5,EUR,11.14,Uncommon,Germany,48,0,6,4.0,5.0,2026.0
Thundurus 054/053 SR Japanese Edition Pokemon Trading Card Game BW1 NM,Unknown,BW1,054/053,SR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.4,GBP,4.63,Common,United Kingdom,2,0,2,4.0,5.0,2026.0
"Ascended Heroes Pokemon tcg - Mega Gardevoir EX, MEP032 -Promo Card",Gardevoir,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,1,0,0,0,0,11.12,GBP,15.13,Uncommon,United Kingdom,5,0,20,4.0,5.0,2026.0
Dark Vaporeon NO. 134 Non Holo Uncommon Team Rocket Japanese Pokemon Card-,Vaporeon,TEAM ROCKET,,Uncommon,Japanese,Single Cards,Very Good,0,,,1,0,0,0,0,0,0,0,0,0,7.4,EUR,8.68,Common,Germany,48,0,6,4.0,5.0,2026.0
CGC MINT 9 MEGA Gengar ex 230/193 MEGA Dream ex M2a Pokemon Card Game JP-,Gengar,Unknown,230/193,Unknown,English,Single Cards,CGC,1,CGC,,0,0,0,1,0,0,0,0,0,0,36.5,EUR,42.8,Uncommon,Germany,4,1,2,4.0,5.0,2026.0
Graded Pokemon Card ENG Pikachu 005/025 Celebrations Holo CGC 9.5-,Pikachu,Unknown,005/025,Unknown,English,Single Cards,CGC,1,CGC,,1,0,0,0,0,0,0,0,0,0,25.5,EUR,29.9,Uncommon,Germany,4,1,2,4.0,5.0,2026.0
Pokemon Genesect EX Holo SR 078/076 BW9 Megalo Cannon Japanese Card,Unknown,BW9,078/076,SR,Japanese,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,42.63,GBP,57.99,Rare,United Kingdom,2,0,2,4.0,5.0,2026.0
Japanese Electabuzz Intro File Magazine Promo Pokemon Card 1997 Original WOTC-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,3.0,EUR,3.52,Common,Germany,114,1,2,4.0,5.0,2026.0
Spiritomb 071/093 Japanese Black & White EX Battle Boost EBB Pokemon TCG Card LP-,Spiritomb,Unknown,071/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Dewott 030/093 EBB EX Battle Boost 2013 1st Edition Japanese Pokemon Card NM-,Unknown,Unknown,030/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card - Bulbasaur Expedition 94/165 Common LP-MP,Bulbasaur,Unknown,94/165,Common,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,12.56,GBP,17.09,Uncommon,United Kingdom,1,0,4,4.0,5.0,2026.0
Vulpix AR 067/063 Pokemon TCG Card M1L Mega Brave Japanese NM-,Vulpix,MEGA BRAVE,067/063,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.5,EUR,6.45,Common,Germany,114,1,2,4.0,5.0,2026.0
Jolteon 016/051 Bw8 Japanese Pokemon Card-,Jolteon,BW8,016/051,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,4.4,EUR,5.16,Common,Germany,114,1,2,4.0,5.0,2026.0
Ivysaur 167/165 Sv2a: Pokemon Card 151 Holo Japanese Art Rare Ace 10,Ivysaur,SV2A,167/165,AR,Japanese,Single Cards,ACE 10,1,ACE,10.0,1,0,0,0,0,0,0,0,0,0,46.0,GBP,62.57,Rare,United Kingdom,2,0,3,4.0,5.0,2026.0
Pokemon Crobat R 029/070 BW7 Plasma Gale Japanese Card-,Unknown,BW7,029/070,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,3.4,EUR,3.99,Common,Germany,114,1,2,4.0,5.0,2026.0
Dipplin AR 103/101 SV6 Mask of Change - Pokemon Card Japanese Scarlet & Violet-,Unknown,SV6,103/101,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.0,EUR,3.52,Common,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Vikavolt 230/217 Ascended Heroes Illustration Rare Near Mint,Unknown,Unknown,230/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.26,GBP,3.07,Common,United Kingdom,3,0,2,4.0,5.0,2026.0
Pachirisu 208/198 Scarlet & Violet Illustration Rare Pokemon Card NM IR,Unknown,Unknown,208/198,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,8.0,GBP,10.88,Uncommon,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon Card EX Team Magma Team Aqua Reverse Holo Team Magma's Aggron 7/95,Unknown,Unknown,7/95,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,10.19,GBP,13.86,Uncommon,United Kingdom,88,0,7,3.0,5.0,2026.0
Mega Greninja ex Gold 120/083 MUR Ninja Spinner M4 Japanese M/NM Pokemon Card,Greninja,Unknown,120/083,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,1,387.16,GBP,526.65,Ultra Rare,United Kingdom,2,0,4,3.0,5.0,2026.0
MANTINE 64/111 NEO GENESIS POKEMON TRADING CARD GAME NON-HOLO MINT VINTAGE NM/LP,Unknown,Unknown,64/111,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,10,0,2,3.0,5.0,2026.0
- Pokemon Card Challenge! 74/82 Trainer Non Holo Rare Base Set NM,Unknown,BASE SET,74/82,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.2,GBP,5.71,Common,United Kingdom,6,0,10,3.0,5.0,2026.0
Caterpie 53/75 | Neo Discovery | Pokemon Card | NM,Unknown,Unknown,53/75,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.59,GBP,3.52,Common,United Kingdom,4,1,2,3.0,5.0,2026.0
Kabuto 56/75 | Neo Discovery | Non Holo Pokemon Card | NM,Unknown,Unknown,56/75,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.99,GBP,2.71,Common,United Kingdom,4,1,2,3.0,5.0,2026.0
Pokemon Card Raichu Evolutions Reverse Holo Rare 36/108 Near Mint,Raichu,Unknown,36/108,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,2,0,2,3.0,5.0,2026.0
Pokemon Japanese Card - Rayquaza V 107/172 - Vstar Universe,Rayquaza,VSTAR UNIVERSE,107/172,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,2.25,GBP,3.06,Common,United Kingdom,1,0,2,3.0,5.0,2026.0
Wooper - 71/75 - Neo Discovery | Pokemon Card | NM,Unknown,Unknown,71/75,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,2,1,2,3.0,5.0,2026.0
Teddiursa 65/75 | Neo Discovery | Pokemon Card | NM,Unknown,Unknown,65/75,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.39,GBP,3.25,Common,United Kingdom,4,1,2,3.0,5.0,2026.0
Pokemon Card Charizard ex SAR 201/165 sv2a 151 Japanese Scarlet & Violet 842,Charizard,SV2A,201/165,SAR,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,380.0,GBP,516.91,Ultra Rare,United Kingdom,2,0,3,3.0,5.0,2026.0
JAPANESE POKEMON CARD PROMO - Kecleon 001/P - EXC/NM-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,2.0,EUR,2.35,Common,Germany,114,1,2,4.0,5.0,2026.0
Lt. Surge's Magneton Gym Heroes No.082 Holo Excellent Japanese Pokemon Card #6-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,6.5,EUR,7.62,Common,Germany,114,1,2,4.0,5.0,2026.0
Pokemon Card Poliwrath 9/75 Holo - Neo Discovery Set - ENG-,Unknown,Unknown,9/75,Unknown,English,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,23.0,EUR,26.97,Uncommon,Italy,4,0,4,4.0,5.0,2026.0
Pokemon Card Gym Challenge Chaos Gym /132 WOTC Rare,Unknown,Unknown,,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.98,GBP,8.13,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon TCG Kingdra 190/184 VMAX Climax Japanese Card - Graded GetGraded 9.5,Unknown,Unknown,190/184,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,12.56,GBP,17.09,Uncommon,United Kingdom,2,0,3,4.0,5.0,2026.0
Pokemon Charizard 4/102 Base Set Holo Rare Card Vintage 1999 TCG,Charizard,BASE SET,4/102,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,244.71,GBP,332.88,Ultra Rare,United Kingdom,1,0,5,4.0,5.0,2026.0
Pokemon Card - Serperior V 007/195 - Silver Tempest,Unknown,SILVER TEMPEST,007/195,Unknown,English,Single Cards,Near Mint,0,,,0,0,1,0,0,0,0,0,0,0,1.9,GBP,2.58,Common,United Kingdom,2,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Sabrina's Psychic Control 121/132 WOTC Rare,Unknown,Unknown,121/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,8.32,GBP,11.32,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Umbreon GX 80/149 - Ultra Rare Holo -Sun & Moon Base Set Pokemon Card LIGHT PLAY,Umbreon,BASE SET,80/149,UR,English,Single Cards,Near Mint,0,,,1,0,0,0,1,0,0,0,0,0,11.15,GBP,15.17,Uncommon,United Kingdom,1,0,2,4.0,5.0,2026.0
Elesa's Sparkle Pokemon Card 147/159 | Crown Zenith - NM/M,Unknown,CROWN ZENITH,147/159,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,12.56,GBP,17.09,Uncommon,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon Card Set EXPEDITION - #37/165 Blastoise - ENG --,Blastoise,Unknown,37/165,Unknown,English,Single Cards,Very Good,0,,,0,0,0,0,0,0,0,0,0,0,17.5,EUR,20.52,Uncommon,Italy,4,0,2,4.0,5.0,2026.0
Mega Froslass ex MA 224/193 - M2a MEGA Dream ex - Japanese Pokemon Card - MINT-,Froslass,Unknown,224/193,Unknown,Japanese,Trading Card Singles,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Italy,2,0,8,4.0,5.0,2026.0
Mega Hawlucha ex MA 229/193 - M2a MEGA Dream ex - Japanese Pokemon Card - MINT-,Unknown,Unknown,229/193,Unknown,Japanese,Trading Card Singles,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,2.0,EUR,2.35,Common,Italy,2,0,12,4.0,5.0,2026.0
Legendary Birds - Moltres - Zapdos - Articuno -  Holo Rare Pokemon TCG Card Set,Articuno,Unknown,,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.49,GBP,6.11,Common,United Kingdom,2,1,2,4.0,5.0,2026.0
Wailord Holo Pokemon Card Art Rare SV9 Battle Partners 103/100 Japanese Edition,Unknown,SV9,103/100,AR,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,2.7,GBP,3.67,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon Unfezant U 067/078 XY6 Emerald Break Japanese Card-,Unknown,XY6,067/078,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Meloetta 070/093 Unlimited EBB EX Battle Boost Japanese Pokemon Card TCG-,Unknown,Unknown,070/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,4.0,5.0,2026.0
Eevee Reverse 109/173 Sm12a Japanese Pokemon Card-,Eevee,SM12A,109/173,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,2.9,EUR,3.4,Common,Germany,114,1,2,4.0,5.0,2026.0
